(15, 30)
(15, 31)
(15, 32)
(16, 29)
(16, 30)
(16, 31)
(16, 32)
(16, 33)
(16, 34)
(17, 28)
(17, 29)
(17, 33)
(17, 34)
(17, 35)
(17, 36)
(18, 27)
(18, 28)
(18, 35)
(18, 36)
(18, 37)
(19, 26)
(19, 27)
(19, 37)
(19, 38)
(20, 26)
(20, 27)
(20, 38)
(20, 39)
(21, 26)
(21, 27)
(21, 38)
(21, 39)
(22, 27)
(22, 28)
(22, 39)
(22, 40)
(23, 28)
(23, 29)
(23, 39)
(23, 40)
(24, 28)
(24, 29)
(24, 39)
(24, 40)
(25, 28)
(25, 29)
(25, 39)
(25, 40)
(26, 28)
(26, 29)
(26, 39)
(26, 40)
(27, 28)
(27, 29)
(27, 35)
(27, 40)
(27, 41)
(28, 28)
(28, 29)
(28, 34)
(28, 35)
(28, 36)
(28, 41)
(28, 42)
(29, 29)
(29, 30)
(29, 31)
(29, 32)
(29, 33)
(29, 34)
(29, 36)
(29, 37)
(29, 42)
(29, 43)
(30, 30)
(30, 31)
(30, 32)
(30, 33)
(30, 36)
(30, 37)
(30, 41)
(30, 42)
(31, 36)
(31, 37)
(31, 41)
(31, 42)
(32, 36)
(32, 37)
(32, 41)
(32, 42)
(33, 35)
(33, 36)
(33, 42)
(33, 43)
(34, 35)
(34, 36)
(34, 43)
(34, 44)
(35, 36)
(35, 37)
(35, 42)
(35, 43)
(36, 36)
(36, 37)
(36, 38)
(36, 42)
(36, 43)
(37, 37)
(37, 38)
(37, 39)
(37, 40)
(37, 41)
(37, 42)
(38, 39)
(38, 40)
(38, 41)
