(22, 30)
(22, 31)
(22, 32)
(22, 33)
(22, 34)
(22, 35)
(22, 36)
(23, 28)
(23, 29)
(23, 30)
(23, 31)
(23, 32)
(23, 33)
(23, 34)
(23, 35)
(23, 36)
(23, 37)
(24, 27)
(24, 28)
(24, 29)
(24, 37)
(24, 38)
(24, 39)
(25, 26)
(25, 27)
(25, 29)
(25, 38)
(25, 39)
(25, 40)
(26, 25)
(26, 26)
(26, 28)
(26, 29)
(26, 30)
(26, 40)
(26, 41)
(27, 24)
(27, 25)
(27, 29)
(27, 41)
(27, 42)
(28, 24)
(28, 25)
(28, 42)
(28, 43)
(29, 23)
(29, 24)
(29, 42)
(29, 43)
(30, 23)
(30, 24)
(30, 26)
(30, 42)
(30, 43)
(31, 23)
(31, 24)
(31, 25)
(31, 26)
(31, 27)
(31, 43)
(31, 44)
(32, 23)
(32, 24)
(32, 25)
(32, 26)
(32, 27)
(32, 43)
(32, 44)
(33, 23)
(33, 24)
(33, 26)
(33, 43)
(33, 44)
(34, 23)
(34, 24)
(34, 43)
(34, 44)
(35, 23)
(35, 24)
(35, 43)
(35, 44)
(36, 23)
(36, 24)
(36, 43)
(36, 44)
(37, 24)
(37, 25)
(37, 28)
(37, 29)
(37, 42)
(37, 43)
(38, 25)
(38, 26)
(38, 27)
(38, 28)
(38, 29)
(38, 30)
(38, 39)
(38, 42)
(38, 43)
(39, 26)
(39, 27)
(39, 28)
(39, 29)
(39, 30)
(39, 31)
(39, 36)
(39, 37)
(39, 38)
(39, 39)
(39, 40)
(39, 41)
(39, 42)
(40, 27)
(40, 28)
(40, 29)
(40, 30)
(40, 35)
(40, 36)
(40, 37)
(40, 38)
(40, 39)
(40, 40)
(40, 41)
(41, 28)
(41, 29)
(41, 30)
(41, 31)
(41, 32)
(41, 33)
(41, 34)
(41, 35)
(41, 36)
(41, 37)
(41, 38)
(41, 39)
(41, 40)
(42, 31)
(42, 32)
(42, 33)
(42, 34)
(42, 35)
(42, 36)
(42, 37)
(42, 38)
(42, 39)
(43, 35)
(43, 36)
(43, 37)
