(19, 31)
(20, 29)
(20, 30)
(20, 31)
(20, 32)
(21, 26)
(21, 27)
(21, 28)
(21, 29)
(21, 30)
(21, 32)
(21, 33)
(21, 34)
(22, 24)
(22, 25)
(22, 26)
(22, 27)
(22, 28)
(22, 33)
(22, 34)
(22, 35)
(23, 23)
(23, 24)
(23, 25)
(23, 35)
(23, 36)
(24, 22)
(24, 23)
(24, 36)
(24, 37)
(25, 21)
(25, 22)
(25, 27)
(25, 37)
(25, 38)
(26, 20)
(26, 21)
(26, 26)
(26, 27)
(26, 28)
(26, 38)
(26, 39)
(27, 20)
(27, 21)
(27, 27)
(27, 38)
(27, 39)
(28, 19)
(28, 20)
(28, 38)
(28, 39)
(29, 19)
(29, 20)
(29, 39)
(29, 40)
(30, 19)
(30, 20)
(30, 40)
(30, 41)
(31, 18)
(31, 19)
(31, 39)
(31, 40)
(32, 18)
(32, 19)
(32, 39)
(32, 40)
(33, 18)
(33, 19)
(33, 40)
(33, 41)
(34, 18)
(34, 19)
(34, 40)
(34, 41)
(35, 18)
(35, 19)
(35, 39)
(35, 40)
(35, 41)
(36, 19)
(36, 20)
(36, 38)
(36, 39)
(36, 40)
(37, 20)
(37, 21)
(37, 37)
(37, 38)
(37, 39)
(38, 20)
(38, 21)
(38, 35)
(38, 36)
(38, 37)
(38, 38)
(39, 21)
(39, 22)
(39, 33)
(39, 34)
(39, 35)
(39, 36)
(40, 21)
(40, 22)
(40, 31)
(40, 32)
(40, 33)
(40, 34)
(41, 22)
(41, 23)
(41, 24)
(41, 25)
(41, 26)
(41, 27)
(41, 28)
(41, 29)
(41, 30)
(41, 31)
(41, 32)
(42, 23)
(42, 24)
(42, 25)
(42, 26)
(42, 27)
(42, 28)
(42, 29)
(42, 30)
