(27, 27)
(27, 28)
(27, 29)
(27, 30)
(27, 31)
(27, 32)
(27, 33)
(27, 34)
(27, 35)
(27, 36)
(27, 37)
(28, 25)
(28, 26)
(28, 27)
(28, 28)
(28, 29)
(28, 30)
(28, 31)
(28, 32)
(28, 33)
(28, 34)
(28, 35)
(28, 36)
(28, 37)
(28, 38)
(29, 24)
(29, 25)
(29, 26)
(29, 38)
(29, 39)
(29, 40)
(30, 23)
(30, 24)
(30, 27)
(30, 28)
(30, 29)
(30, 30)
(30, 34)
(30, 35)
(30, 39)
(30, 40)
(30, 41)
(31, 23)
(31, 24)
(31, 25)
(31, 26)
(31, 27)
(31, 28)
(31, 29)
(31, 30)
(31, 31)
(31, 33)
(31, 34)
(31, 35)
(31, 36)
(31, 37)
(31, 38)
(31, 40)
(31, 41)
(32, 22)
(32, 23)
(32, 24)
(32, 25)
(32, 26)
(32, 30)
(32, 31)
(32, 32)
(32, 33)
(32, 36)
(32, 37)
(32, 38)
(32, 39)
(32, 41)
(32, 42)
(33, 21)
(33, 22)
(33, 23)
(33, 24)
(33, 27)
(33, 28)
(33, 29)
(33, 31)
(33, 32)
(33, 33)
(33, 34)
(33, 35)
(33, 36)
(33, 37)
(33, 39)
(33, 40)
(33, 41)
(33, 42)
(34, 21)
(34, 22)
(34, 23)
(34, 24)
(34, 26)
(34, 27)
(34, 28)
(34, 29)
(34, 30)
(34, 31)
(34, 32)
(34, 33)
(34, 34)
(34, 35)
(34, 36)
(34, 37)
(34, 38)
(34, 40)
(34, 41)
(34, 42)
(34, 43)
(35, 21)
(35, 22)
(35, 24)
(35, 25)
(35, 26)
(35, 27)
(35, 30)
(35, 31)
(35, 36)
(35, 37)
(35, 38)
(35, 40)
(35, 41)
(35, 42)
(35, 43)
(36, 21)
(36, 22)
(36, 25)
(36, 26)
(36, 35)
(36, 36)
(36, 37)
(36, 38)
(36, 39)
(36, 40)
(36, 41)
(36, 42)
(36, 43)
(37, 21)
(37, 22)
(37, 28)
(37, 29)
(37, 33)
(37, 34)
(37, 36)
(37, 37)
(37, 38)
(37, 39)
(37, 40)
(37, 41)
(37, 42)
(37, 43)
(38, 21)
(38, 22)
(38, 27)
(38, 28)
(38, 29)
(38, 30)
(38, 32)
(38, 33)
(38, 34)
(38, 35)
(38, 39)
(38, 40)
(38, 41)
(38, 42)
(38, 43)
(39, 22)
(39, 23)
(39, 26)
(39, 27)
(39, 29)
(39, 30)
(39, 32)
(39, 33)
(39, 34)
(39, 35)
(39, 38)
(39, 39)
(39, 40)
(39, 41)
(39, 42)
(40, 22)
(40, 23)
(40, 26)
(40, 27)
(40, 29)
(40, 30)
(40, 33)
(40, 34)
(40, 35)
(40, 36)
(40, 37)
(40, 38)
(40, 39)
(40, 41)
(40, 42)
(41, 23)
(41, 24)
(41, 25)
(41, 26)
(41, 29)
(41, 30)
(41, 32)
(41, 33)
(41, 34)
(41, 35)
(41, 36)
(41, 37)
(41, 38)
(41, 39)
(41, 40)
(41, 41)
(41, 42)
(42, 24)
(42, 25)
(42, 26)
(42, 29)
(42, 30)
(42, 32)
(42, 33)
(42, 34)
(42, 35)
(42, 36)
(42, 37)
(42, 38)
(42, 39)
(42, 40)
(42, 41)
(43, 25)
(43, 26)
(43, 27)
(43, 28)
(43, 29)
(43, 30)
(43, 33)
(43, 34)
(43, 35)
(43, 36)
(43, 37)
(43, 38)
(43, 39)
(44, 26)
(44, 27)
(44, 28)
(44, 29)
(44, 34)
(44, 35)
(44, 36)
(44, 37)
(44, 38)
(45, 28)
(45, 29)
(45, 30)
(45, 31)
(45, 32)
(45, 33)
(45, 34)
(45, 35)
(46, 30)
(46, 31)
(46, 32)
(46, 33)
