(13, 30)
(13, 31)
(13, 32)
(13, 33)
(13, 34)
(13, 35)
(13, 36)
(13, 37)
(13, 38)
(14, 29)
(14, 30)
(14, 38)
(14, 39)
(15, 28)
(15, 29)
(15, 38)
(15, 39)
(15, 40)
(15, 41)
(16, 27)
(16, 28)
(16, 39)
(16, 40)
(16, 41)
(17, 25)
(17, 26)
(17, 27)
(17, 40)
(17, 41)
(17, 42)
(18, 23)
(18, 24)
(18, 25)
(18, 26)
(18, 40)
(18, 41)
(18, 42)
(19, 22)
(19, 25)
(19, 26)
(19, 40)
(19, 41)
(19, 42)
(20, 22)
(20, 23)
(20, 24)
(20, 25)
(20, 39)
(20, 40)
(20, 41)
(21, 22)
(21, 23)
(21, 24)
(21, 25)
(21, 39)
(21, 40)
(22, 23)
(22, 24)
(22, 39)
(22, 40)
(23, 23)
(23, 24)
(23, 38)
(23, 39)
(23, 40)
(24, 23)
(24, 24)
(24, 38)
(24, 39)
(24, 40)
(25, 23)
(25, 24)
(25, 38)
(25, 39)
(26, 23)
(26, 38)
(26, 39)
(27, 23)
(27, 38)
(28, 23)
(28, 24)
(28, 37)
(28, 38)
(29, 24)
(29, 36)
(29, 37)
(30, 25)
(30, 26)
(30, 34)
(30, 35)
(31, 26)
(31, 27)
(31, 32)
(31, 33)
