(21, 29)
(21, 30)
(21, 31)
(21, 32)
(21, 33)
(21, 34)
(22, 26)
(22, 27)
(22, 28)
(22, 29)
(22, 30)
(22, 31)
(22, 32)
(22, 33)
(22, 34)
(22, 35)
(23, 25)
(23, 26)
(23, 27)
(23, 28)
(23, 35)
(23, 36)
(24, 24)
(24, 25)
(24, 36)
(24, 37)
(25, 23)
(25, 24)
(25, 25)
(25, 26)
(25, 37)
(25, 38)
(26, 22)
(26, 23)
(26, 24)
(26, 25)
(26, 38)
(26, 39)
(27, 22)
(27, 23)
(27, 24)
(27, 25)
(27, 38)
(27, 39)
(28, 23)
(28, 24)
(28, 25)
(28, 38)
(28, 39)
(29, 22)
(29, 23)
(29, 24)
(29, 38)
(29, 39)
(30, 21)
(30, 22)
(30, 23)
(30, 24)
(30, 38)
(30, 39)
(31, 21)
(31, 22)
(31, 23)
(31, 24)
(31, 38)
(31, 39)
(32, 21)
(32, 22)
(32, 23)
(32, 24)
(32, 37)
(32, 38)
(33, 21)
(33, 22)
(33, 23)
(33, 37)
(33, 38)
(34, 22)
(34, 23)
(34, 36)
(34, 37)
(35, 23)
(35, 24)
(35, 25)
(35, 36)
(35, 37)
(36, 23)
(36, 24)
(36, 25)
(36, 26)
(36, 35)
(36, 36)
(37, 24)
(37, 25)
(37, 26)
(37, 27)
(37, 33)
(37, 34)
(37, 35)
(38, 25)
(38, 26)
(38, 27)
(38, 28)
(38, 29)
(38, 30)
(38, 31)
(38, 32)
(38, 33)
(38, 34)
(39, 28)
(39, 29)
(39, 30)
(39, 31)
(39, 32)
