(21, 29)
(21, 30)
(21, 31)
(21, 32)
(21, 33)
(22, 27)
(22, 28)
(22, 29)
(22, 30)
(22, 31)
(22, 32)
(22, 33)
(22, 34)
(23, 25)
(23, 26)
(23, 35)
(23, 36)
(24, 24)
(24, 25)
(24, 36)
(24, 37)
(25, 24)
(25, 37)
(26, 23)
(26, 37)
(26, 38)
(27, 23)
(27, 38)
(27, 39)
(28, 22)
(28, 38)
(28, 39)
(29, 22)
(29, 38)
(29, 39)
(30, 22)
(30, 38)
(30, 39)
(31, 38)
(31, 39)
(32, 38)
(33, 22)
(33, 37)
(33, 38)
(34, 22)
(34, 37)
(34, 38)
(35, 23)
(35, 36)
(35, 37)
(36, 23)
(36, 36)
(37, 24)
(37, 35)
(37, 36)
(38, 25)
(38, 26)
(38, 27)
(38, 28)
(38, 33)
(38, 34)
(38, 35)
(39, 28)
(39, 29)
(39, 30)
(39, 31)
(39, 32)
(39, 33)
